id,parent_id,"code","name","address","suburb","state","postcode","country","phone","fax","region","region_code","category","category_code",active
9015,1,"30532","Centralian Motors Nissan","Cr Nth Stuart Hwy & Dalgety Rd","ALICE SPRINGS","NT","870",NULL,"08   89597700","08 89522333","W","W04","C","2",NULL
9016,1,"30535","Barton's Capalaba Nissan","115 Redland Bay Road","CAPALABA","QLD","4157",NULL,"07   31860554","07 32864193","N","N04","A","1",NULL
9017,1,"30536","Eagers Newstead Nissan","95 Breakfast Creek Road","NEWSTEAD","QLD","4006",NULL,"07   36343373","07 36323400","N","N02","A","1",NULL
9018,1,"30533","CKD Nissan Chatswood","586 Pacific Highway","CHATSWOOD","NSW","2067",NULL,"02   83293888","","E","E03","A","1",NULL
9019,1,"30534","Brookvale Nissan","581 - 583 Pittwater Road","BROOKVALE","NSW","2100",NULL,"02   83293800","","E","E03","A","1",NULL
9022,1,"30537","Melville Nissan","532-540 Canning Highway","ATTADALE","WA","6156",NULL,"08   93335393","08 93335300","W","W01","B","1",NULL
9023,1,"30538","Suttons City Nissan","1 Link Road","ZETLAND","NSW","2017",NULL,"02   99313000","","E","E05","A","1",NULL
9024,1,"30539","Muswellbrook Nissan","102-106 Sydney Street","MUSWELLBROOK","NSW","2333",NULL,"02   65432466","02 65434242","E","E01","C","1",NULL
9035,1,"30540","Colac Nissan","333-339 Princes Highway","COLAC WEST","VIC","3250",NULL,"03   52319616","03 52325255","S","S15","C","2",NULL
9046,1,"30541","Cooma Nissan","66 Sharp Street","COOMA","NSW","2630",NULL,"02   64521077","02 64521142","E","E05","C","2",NULL
9047,1,"30543","Adrian Brien Nissan P & S","58 Maple Avenue","FORESTVILLE","SA","5035",NULL,"08   83745444","08 83745499","W","W04","A","1",NULL
9048,1,"30544","Hobart Nissan","235 Argyle Street","HOBART","TAS","7000",NULL,"03   62133353","","S","S13","B","1",NULL
9049,1,"30545","Suttons Arncliffe Nissan","85-93 Princes Highway","ARNCLIFFE","NSW","2205",NULL,"02   93359000","02 93359069","E","E05","A","1",NULL
9050,1,"30546","Warragul Nissan","4 - 6 Howitt Street","WARRAGUL","VIC","3820",NULL,"03   56236212","03 56234846","S","S11","C","1",NULL
9051,1,"55000","Test Nissan","1 Hardner Road","Mt Waverley","VIC","3149",NULL,"395449054","395449045","S","S25","A","1",NULL
9052,1,"99999","Ineligible role","0","0","0","0",NULL,"0","0","0","0","0","0",NULL
9053,1,"30542","Adrian Brien Nissan","1305C South Road","ST MARYS","SA","5042",NULL,"08   83745444","08 83745499","W","W03","B","1",NULL
9054,1,"30547","Mentone Nissan","1 Nepean Highway","MENTONE","VIC","3194",NULL,"03   95639977","03 95639903","S","S14","B","2",NULL
9055,1,"30551","Maddington Nissan","1974 Albany Highway","MADDINGTON","WA","6109",NULL,"08   94936777","08 94160899","W","W01","B","2",NULL
9056,1,"30552","Gympie Nissan","Cnr Bruce Highway & Oak Street","GYMPIE","QLD","4570",NULL,"07   54804100","","N","N02","C","2",NULL
9057,1,"30549","Dandenong Nissan","46 Lonsdale Street","DANDENONG","VIC","3175",NULL,"03   97929922","03 97929398","S","S12","A","1",NULL
9058,1,"30556","Mornington Nissan","109 Mornington-Tyabb Road","MORNINGTON","VIC","3931",NULL,"03   59710700","03 59757976","S","S14","B","1",NULL
9059,1,"30558","Frankston Nissan","140 Dandenong Road West","FRANKSTON","VIC","3199",NULL,"03   97844444","03 97815920","S","S12","A","1",NULL
9060,1,"30548","Wollongong Nissan","188 Corrimal Street","WOLLONGONG","NSW","2500",NULL,"02   42542000","02 42762363","E","E03","B","2",NULL
9061,1,"30555","Avon Valley Nissan","47 Fitzgerald Street","NORTHAM","WA","6401",NULL,"08   96211311","08 96228306","W","W01","C","2",NULL
9062,1,"30557","Wangaratta Nissan","45 Tone Road","WANGARATTA","VIC","3677",NULL,"03   57222000","03 57219451","S","S14","C","1",NULL
9063,1,"30559","Gosford Nissan","1 Racecourse Road","WEST GOSFORD","NSW","2250",NULL,"02   43465050","","E","E02","A","2",NULL
9064,1,"30560","Bega Valley Nissan","106 - 108 Gipps Street","BEGA","NSW","2550",NULL,"02   6494 8900","02 64923415","E","E05","C","1",NULL
9065,1,"30550","Mildura Nissan","19-29 Orange Avenue","MILDURA","VIC","3500",NULL,"03   50213866","03 50213901","W","W03","C","1",NULL
9066,1,"30553","Cardiff Nissan","2 Sturt Road","CARDIFF","NSW","2285",NULL,"02   40149950","02 40149951","E","E01","A","2",NULL
9067,1,"30554","Kloster Nissan","Cnr Tudor & Parry Streets","HAMILTON","NSW","2303",NULL,"02   49220595","02 49610543","E","E01","A","2",NULL
9068,1,"30561","Morley City Nissan","104 Broun Avenue","MORLEY","WA","6062",NULL,"08   92209240","08 92209267","W","W01","B","1",NULL
9069,1,"30562","Midland City Nissan","192 Great Eastern Highway","MIDLAND","WA","6056",NULL,"08   92730000","08 92730011","W","W01","B","1",NULL
9070,1,"30563","Ryde Nissan","603 Victoria Road","RYDE","NSW","2112",NULL,"02   8198 1881","","E","E02","A","1",NULL
9071,1,"30564","Cessnock City Nissan","240 - 246 Maitland Road","CESSNOCK","NSW","2325",NULL,"02   49936000","02 49936044","E","E01","C","1",NULL
9072,1,"30565","Beaudesert Nissan","167-171 Brisbane Street","BEAUDESERT","QLD","4285",NULL,"07   55424900","07 55413276","N","N03","C","1",NULL
9073,1,"30566","Footscray Nissan","462 Geelong Road","WEST FOOTSCRAY","VIC","3012",NULL,"03   92178693","","S","S13","B","1",NULL
9074,1,"30567","Burwood Nissan","101 Burwood Highway","BURWOOD","VIC","3125",NULL,"03   92737222","03 92737277","S","S11","A","1",NULL
9075,1,"30568","Blackburn Nissan","138 Whitehorse Road","BLACKBURN","VIC","3130",NULL,"03   98942244","03 98942944","S","S11","A","1",NULL
9076,1,"30569","Young Nissan","30 Boorowa Street","YOUNG","NSW","2594",NULL,"02   63821155","02 63824673","E","E02","C","2",NULL
9077,1,"30570","Ralph D'Silva Nissan","605-633 High Street","PRESTON","VIC","3072",NULL,"03   84700999","03 84700900","S","S11","B","1",NULL
9078,1,"30571","Goondiwindi Nissan","31 Albert Street","GOONDIWINDI","QLD","4390",NULL,"07   46717300","07 46713557","N","N02","C","2",NULL
9079,1,"30572","Orange Nissan","8-14 Gateway Crescent","ORANGE","NSW","2800",NULL,"02   63627169","02 63937299","E","E02","C","1",NULL
9080,1,"30574","Bordertown Nissan","41 Binnie Street","BORDERTOWN","SA","5268",NULL,"08   87521755","08 87522675","W","W03","C","2",NULL
9081,1,"30575","Naracoorte Nissan","35 Macdonnell Street","NARACOORTE","SA","5271",NULL,"08   87601900","08 87622363","W","W03","C","2",NULL
9082,1,"30573","Huston Nissan","19 Rogers Drive","KINGAROY","QLD","4610",NULL,"07   41649300","07 41649333","N","N03","C","1",NULL
9083,1,"30576","Bay City Nissan","Cnr. Boat Harbour & Nissen Sts","HERVEY BAY","QLD","4655",NULL,"07   4124 0000","07 41245222","N","N04","C","1",NULL
9084,1,"30577","Maryborough Nissan","70 Ferry Street","MARYBOROUGH","QLD","4650",NULL,"07   41230000","07 41223114","N","N04","C","2",NULL
9085,1,"30578","Barossa Nissan","30 Murray Street","NURIOOTPA","SA","5355",NULL,"08   85622411","08 85622725","W","W04","C","1",NULL
9086,1,"30579","Armidale Nissan","101 Marsh Street","ARMIDALE","NSW","2350",NULL,"02   67728411","02 67728411","E","E03","C","2",NULL
